UNIQID	NAME	US14702370_16000437000427_S01_A02.txt	US14702370_16000437000427_S01_A01.txt	US14702370_16000437000426_S01_A02.txt	US14702370_16000437000426_S01_A01.txt
Y12642.44	lymphocyte antigen 6 complex, locus D	0.9030130017456114	0.34112215220779346	0.06143540599403734	0.4014583321952325
M80254.45	peptidylprolyl isomerase F (cyclophilin F)	2.128997140588552	1.099528302054863	0.8573929632185231	0.8255423166447432
M75883.46	sterol carrier protein 2	0.6387901630063653	0.5864398981590354	-0.09566189554128089	0.70485999088558
AAD04329.47	zinc finger protein 106	-0.20236355472030085	0.6360063872628497	-0.264768631525236	0.04882736010270185
S59049.49	regulator of G-protein signalling 1	1.868059688735149	-0.5166196134606927	0.10273594141934345	0.10272796879191573
M31642.50	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	-0.17818988397380547	-0.071767266754756	-0.4651097964213693	0.18361957544489887
U43944.51	malic enzyme 1, NADP(+)-dependent, cytosolic	1.1428362786279094	0.21347108569117573	-0.014002823840535757	0.33366442363477133
D42054.53	KIAA0092 gene product	-0.3010879357722583	0.017916619864089243	-0.5193934234199238	-0.0979374162862788
AF132495.55	CGI-133 protein	0.09622130823245992	-0.3042042365180724	-0.35620038383048724	0.1558874553231602
AX011645.56	Sequence 41 from Patent WO9955858.	0.8705345107618975	-0.7498322534341653	-0.39531940907588065	-0.29015081971265133
AF151039.58	CGI-76 protein	0.9489486234417138	0.2564588283958751	0.01724731779153137	0.6514732844726453
AAG03939.60	conserved hypothetical protein	-0.5219446641967972	-0.7950270851651078	-0.35431685060068613	-0.8086702438508101
AL136691.64	unr-interacting protein	0.28127828196401655	0.5976613712635649	0.1601488246832817	0.3807726859483691
AF255303.67	Human membrane-associated nucleic acid binding protein mRNA, partial cds.	-0.40625187443615507	1.3953360331202977	-0.3270019646476652	1.9401123091132562
U37408.68	C-terminal binding protein 1	-0.31282862623801877	0.4536823637749569	-0.02144802874464018	0.28654553115127
D50375.72	superiorcervical ganglia, neural specific 10	-3.0134505300680274	-0.2545673225386464	0.5885426786430992	0.15789921497742423
X59434.78	thiosulfate sulfurtransferase (rhodanese)	0.9438760392408208	-0.3252533016985166	0.5187888325066543	0.05193801357075443
U95735.82	SNARE protein	0.5109856234117639	0.1208228433175768	0.5987011347572647	-0.03134999879059958
AF077301.85	beclin 1 (coiled-coil, myosin-like BCL2-interacting protein)	0.4314985279572991	-0.40915523959108674	0.09428794608123554	-0.3340564111499681
L07033.87	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	-0.7033385478181216	-0.5570009713821436	-0.4637710593991299	-0.9270238980154569
AK023976.89	hypothetical protein FLJ10875	0.1349496747338948	0.7257449528181369	0.03547985301744441	0.4970700666222807
AL050172.90	RNA binding motif protein 4	-1.120346825425522	-0.1567531497846879	-0.5335348713198593	-0.4603494734613957
AF116618.93	hypothetical protein PRO1038	-0.40143175677047355	0.4396438956459629	-0.30435970275291313	0.14545028944183355
AB033058.95	KIAA1232 protein	-0.8509916077796752	-0.5209381199840465	-0.6177025634600204	-0.8829618437648711
AX017518.99	Sequence 66 from Patent WO9947655.	-0.9403149323231016	0.4478855992493785	-0.48513105704925563	0.1431030150499863
AF051344.102	latent transforming growth factor beta binding protein 4	0.21859582416315854	0.22171644341549587	0.4879945590670484	0.019198385819501434
X90780.104	troponin I, cardiac	-0.6452513131509213	-0.21254194240303578	-0.4164036866941308	-1.0395043833083433
X14253.105	teratocarcinoma-derived growth factor 1	-1.5060160333857548	1.2164767806353727	1.39777765027004	0.7910739907321919
U10886.106	protein tyrosine phosphatase, receptor type, J	-0.9624323295788616	0.36227951224413113	-0.5240873078179997	-0.16704581179388694
AB032951.110	protein kinase C binding protein 1	-1.4845630217489727	0.8257084130494876	-0.26363253211678433	-0.2149981760363954
AF026548.111	branched chain alpha-ketoacid dehydrogenase kinase	-0.6543567180590075	-0.19735176180354436	-0.321890513888062	-0.6546623354437371
AAF40204.112	FYVE domain-containing dual specificity protein phosphatase FYVE-DSP1b	0.01701876913860319	0.5068465010055341	0.2998252709033917	0.07902800499175139
AX011617.116	Sequence 13 from Patent WO9955858.	-1.3905491347355652	-0.29009467912784775	-0.5687439871975702	-1.155144022219467
AK001564.118	hypothetical protein FLJ10702	0.16428462516141656	0.44284623432943426	0.07245789560568311	0.042943561061037465
AF117386.119	ubiquitin specific protease 1	-0.17249410606231164	0.5486795415044506	-0.11680098497309671	0.4099923654709983
U10117.120	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	-0.36616616811514935	0.6674185393281047	-0.2835458300815867	0.21275155606582327
AK024329.128	Homo sapiens cDNA FLJ14267 fis, clone PLACE1002665, highly similar to Mus musculus enhancer of polycomb (Epc1) mRNA	0.2641451056218256	0.7101285688440714	-0.03752084563894339	0.7462678245883511
U31384.130	guanine nucleotide binding protein 11	-5.697671410507958	0.5831677989855713	-0.0	-1.0524997660155426
AK021761.132	Homo sapiens cDNA FLJ11699 fis, clone HEMBA1005047, highly similar to RAS-RELATED PROTEIN RAB-24	-0.6282264316646237	-0.23266618280186338	0.23295220081083312	-0.7603262242859145
AF149758.137	CpG binding protein	-1.063369114742014	0.6257848145148812	0.28886722669678677	0.1276504021309987
AK001711.138	hypothetical protein FLJ10849	-0.6097664772413345	0.03050519925678888	-0.05045975556852941	-0.4882370598179752
U80744.144	trinucleotide repeat containing 5	-0.8276949260502301	-0.009808590647211998	-0.6698535126216572	-0.12552004964374744
U70451.145	myeloid differentiation primary response gene (88)	-0.9887619316589387	0.9066272595128487	-0.3033126310174046	0.44137129825530425
U65785.146	oxygen regulated protein (150kD)	2.092037368604835	-0.672743590064209	0.5719496478091368	-0.5914427218699357
AL133603.147	Homo sapiens mRNA; cDNA DKFZp434E1515 (from clone DKFZp434E1515)	-0.4048898839172514	0.9561771389761886	0.11955519555656764	-0.17764409118781552
AX014316.148	Sequence 24 from Patent WO9954353.	2.3261303195234526	-1.0833903753699003	0.49561174018862525	-0.029557486390598284
M12529.149	apolipoprotein E	-1.2017606391750217	1.0733348990266762	0.32692157398776894	0.015307311784117263
L05072.150	interferon regulatory factor 1	-2.6759127382746173	0.004200843830232647	-1.9740424826744356	-1.4169651069461098
AK024918.151	Human cDNA: FLJ21265 fis, clone COL01584.	0.2099923625902098	1.084426816935505	-0.0	0.0915360608474307
AAF53146.153	CG6734 gene product	0.6040760144147925	0.9457462847582423	0.26902335702916774	0.2494073716288577
AX017503.154	Sequence 49 from Patent WO9947655.	-0.47648075629016895	0.979819301227502	-0.19412982374431315	0.5090821586133933
L78833.158	breast cancer 1, early onset	-0.6696741285045332	-0.24165199829853368	-0.6804936483095814	0.04230242893872425
AF161531.159	Williams-Beuren syndrome chromosome region 5	0.30211474374638814	-0.8164767748737958	-0.45164269992469597	-0.1472922985704487
U07932.160	myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 6	-0.041707471616929864	-0.1481151401595524	-0.8957878081392312	0.045387503560446116
AL022393.161	hypothetical protein P1 p373c6	1.1350995080949169	0.43495333317598195	0.36463143733531134	0.6199083237150256
AF035531.162	syntaxin 10	-0.26127097343412903	-0.16041557550930127	-0.31286184551896773	0.014509251778601465
AF051323.163	SKAP55 homologue	0.4916187826185704	0.44333123583128775	-0.24293160500068428	0.20940371693179566
AF201948.164	BUP protein	0.04151280663056948	0.022709331622988042	-0.5491977622872531	0.09207554197004043
M31303.165	leukemia-associated phosphoprotein p18 (stathmin)	-1.5013520463405332	0.34501877386309626	-0.3886024704680184	0.5969870198603029
U89717.167	retinol dehydrogenase 5 (11-cisand 9-cis)	0.7118426837410332	0.43582700026493726	0.3811912488883248	0.47520845782982696
AK001468.168	anillin (Drosophila Scraps homolog), actin binding protein	0.13754210741914474	0.5234262441271171	0.08531707926099209	0.5614855743102417
AJ001309.172	Human mRNA for DnaJ protein.	1.0360163588087115	0.5122379903035363	-0.06706507753644296	0.6865262697298968
L09749.173	hepatocellular carcinoma-associated antigen 58	0.5199348976993905	-0.3971597572404483	-0.5459854578194973	-0.011106534392446483
M60974.174	growth arrest and DNA-damage-inducible, alpha	3.204029544871715	0.46649504043693746	1.0448593313973016	0.9039331758278951
BAA95483.185	Kielin	2.5712653594294754	-0.9105836758738596	0.4074743439750736	-0.19211274900509756
AF132360.187	heterogeneous nuclear ribonucleoprotein H3 (2H9)	1.2074610677858482	-1.116397052920701	0.792658550433453	-1.0854997997101536
AX013731.190	Sequence 61 from Patent WO9954460.	0.9380161580814395	0.23510182048103498	0.7841876337914901	0.10155067747508784
AX014884.192	Sequence 82 from Patent WO9953040.	-0.5564428874622025	-0.3800019986303553	-0.5094874338409697	-0.5018802185036774
M68520.193	cyclin-dependent kinase 2	0.11864598383699701	-0.4539879811596865	-0.6819220773903829	-0.2568554666104047
AB002387.194	myosin VI	0.15824403111367344	0.4140783370277096	-0.25303159518037993	0.4382652954865845
L07493.197	replication protein A3 (14kD)	-0.27079261593250464	0.09162774606284978	-0.5808989220967634	0.2415975186777777
AB033116.200	hypothetical protein FLJ10851	0.007644587028359568	-0.42857523123379815	-0.9538816866626214	-1.282606403220295
X67318.204	carboxypeptidase A1 (pancreatic)	1.6579012297401952	1.0065010276856372	0.5269740633324567	0.49111717147624245
AP000553.205	Human genomic DNA, chromosome 22q11.2, BCRL2 region, clone:KB1440D3.	1.2170880154048318	-0.5651928460641359	0.8008869663244892	-0.6748795898292217
D11094.206	proteasome (prosome, macropain) 26S subunit, ATPase, 2	1.5490947969202544	0.18089924852799563	-0.19320599554112478	0.542510721032245
AK000685.208	Homo sapiens cDNA FLJ20678 fis, clone KAIA4163	0.5689698783080227	0.15078563815503232	0.05203069536460181	0.05473474483383995
AAD25403.210	Wnt inhibitory factor-1	-0.6125137117758063	1.1413845960504436	0.8147061871992207	0.6395741380367588
AF154915.212	homeo box D11	0.6693319699107597	0.03793907638608943	0.2684456737334668	-0.03989502764835934
AAD40287.213	RING finger protein terf	1.0528751438902646	0.7838753725505709	0.6704846789596857	0.6002757286742413
X57206.216	inositol 1,4,5-trisphosphate 3-kinase B	0.7830083493178055	0.11915855734203801	-0.2592525699236755	0.35322725818556294
AB011090.224	Max-interacting protein	-1.8035710986291007	0.7026841279834289	-0.8201043203534126	-0.185445971511468
BAB14444.225	unnamed protein product	0.20886058168828162	0.7790452891006047	0.30722752327722924	0.6946683154904658
D87448.226	topoisomerase (DNA) II binding protein	-0.26837425227942663	0.6063183158788413	-0.30675049440280344	0.4147294349343077
AF113537.228	HMP19 protein	-0.27166362547898426	0.3163717947440257	-0.35401455514405117	0.21829087116404786
AK025894.230	Homo sapiens cDNA: FLJ21929 fis, clone HEP04272	-0.6352157683762665	0.5111218224636543	-0.3781151434724591	0.16136066405229682
AL137614.231	hypothetical protein	-0.9840547595484834	0.6665714476639084	0.2152456596794646	0.36521277475191655
X59755.232	Japanese Macaque (Macaca fuscata) mRNA for pepsinogen A-2/3.	-0.0	0.21262166867731322	0.563565101297641	0.41705146267263377
M24070.238	nuclease sensitive element binding protein 1	-0.049594725492620895	0.8893432676351498	0.3723781736525887	0.5353220686349088
AB006629.241	cytoplasmic linker 2	1.2272564373032822	-0.3295103525521148	0.8678238174364694	-0.30576820026514523
AB026116.247	hOAT4	0.3184765683849463	0.45940272395435294	-0.18892535899805313	0.5574859728839971
U61837.249	putative cyclin G1 interacting protein	0.7148922137321401	0.10997409054529352	0.6983855530286446	-0.022609175490927235
U01351.251	Human glucocorticoid receptor alpha-2 mRNA, complete cds.	-3.322426384101596	0.18818822315379757	-0.25686277485221354	-0.37455403655473984
AF051941.254	nucleoside diphosphate kinase type 6 (inhibitor of p53-induced apoptosis-alpha)	0.13280503795583545	0.4425771581537483	0.6020662479173856	-0.08004218963912046
AF162130.256	MAGUK protein p55T; Protein Associated with Lins 2	0.9174899643831302	1.4380028775710312	1.1441152209444412	1.3378699990068414
X15949.257	interferon regulatory factor 2	-0.7986147675075861	-0.003055070967168822	-0.6763545259033517	-0.2027326209316429
AB015319.259	adaptor-related protein complex 1, sigma 1 subunit	-0.17031060272554227	0.546693028503708	0.6763811013281108	0.12815367423737428
AF279265.260	solute carrier family 26, member 6	-0.2287253795028986	0.3648108214524353	0.04596651562738485	-0.011048566747190654
AL096858.267	KIAA0929 protein Msx2 interacting nuclear target (MINT) homolog	0.4857821549558534	0.22266784362187134	0.5369564572575931	-0.047505232720936666
CAA98524.268	predicted using Genefinder~Similarity to Haemophilus 3-oxoacyl-(acyl-carrier protein) reductase (SW:FABG_HAEIN)~cDNA EST yk470b2.3 comes from this gene~cDNA EST yk470b2.5 comes from this gene	1.231800834937088	0.955134053554394	0.6851377037862338	0.7834235903296661
AP001752.269	DNA segment on chromosome 21 (unique) 2056 expressed sequence	0.05074245164940451	0.4474570705251379	0.06580639898129016	0.32500448928420944
AF161522.270	chromosome 3 open reading frame 4	-0.6256253619663268	-0.6846859215653291	0.02075068959896156	-0.9502707508234788
AF263547.273	disabled (Drosophila) homolog 1	-1.760293019408908	1.3114008759467788	-0.5061356083932285	-0.28013288115689955
AK024097.274	Homo sapiens cDNA FLJ14035 fis, clone HEMBA1004638	-0.5976680151197546	-0.47529482796029415	-0.4935388570574155	-0.9433378868894489
AJ006267.282	ClpX (caseinolytic protease X, E. coli) homolog	0.25170813902737676	0.8795469016833269	0.4741088996304192	0.7384911909182198
M24173.283	hemoglobin, zeta	-0.14128990669579686	0.9461382722734392	-0.00812297789330412	1.1911404350556667
AK001307.284	phosphodiesterase 9A	0.5099226064213999	-0.375942602498403	0.4276019063019961	0.1188021144574566
AF059617.285	serum-inducible kinase	0.38116467346356564	-0.8695013911243876	-0.0	-0.7640667153207574
AF254082.286	zinc finger protein 278	-0.7150848855616435	1.3391987702447965	0.2859010771008619	-0.0021946517274559806
U75276.288	TATA box binding protein (TBP)-associated factor, RNA polymerase III, GTF3B subunit 2	-0.43347839710185193	0.21464638385114704	-0.0	0.561266327055979
AF017656.289	guanine nucleotide binding protein (G protein), beta 5	-3.807295008831355	0.8620469844794604	-0.0	0.23023320266516784
AB040881.291	KIAA1448 protein	-0.4513404044680611	0.4053018030010174	-0.1793429252155409	0.16455004721619804
U04735.292	stress 70 protein chaperone, microsome-associated, 60kD	-1.0212968954202655	-0.6406006138180791	-1.4438096078808944	-0.43067801171786196
Z15108.294	protein kinase C, zeta	1.7687905114756302	0.16337707440589347	0.3467262449038685	0.16551307417090605
M60314.295	bone morphogenetic protein 5	-1.6339866693851008	-0.3656811666132958	-1.5134073233968797	-0.7285254066335577
BAA91020.297	unnamed protein product	2.197405605846567	-0.4829485502909147	0.3479885775799257	0.4038600862078361
AF025887.298	glutathione S-transferase A4	-0.5659170263888212	1.0704282119436497	0.29683752877485	0.44225160920044954
AK025267.303	butyrophilin-like 3	-0.6665116529582004	0.5925522458536282	0.68259310686555	0.09031624885098824
AAF57827.307	CG6477 gene product	-0.8826828018049006	0.6126465888996018	-0.0	-0.42511046023083054
L25081.309	ras homolog gene family, member C	-0.3059748241926473	-0.4377769720566363	-0.29816264589190056	-0.5455835045200158
AB007935.314	immunoglobulin superfamily, member 3	-1.0177922612801593	0.020743314918590768	-0.6675779918766593	-0.05381124882346134
AL117452.320	DKFZP586G1517 protein	0.6224097355704757	-0.03440687024279591	0.10359798175996687	0.4560309669380423
AAB96869.321	similar to Leucine-rich transmembrane proteins; 44% similarity to U42767 (PID:g1736918)	1.5381822631285493	-0.564129829073772	-0.5063781091441549	0.07340298414867873
L14561.322	ATPase, Ca++ transporting, plasma membrane 1	1.0166495180155182	0.011006610795352112	-0.08531575048975408	0.3116254238820508
AK023094.323	zinc finger protein 20 (KOX 13)	1.1785171082950947	-0.6579809416105296	-0.20910308243920833	-0.058621400704858335
X83573.327	arylsulfatase E (chondrodysplasia punctata 1)	0.6205195584844848	-1.2268744155723699	-0.8437331948923463	-1.1208152172869013
U57342.331	myeloid leukemia factor 2	0.9376906091281405	-0.3536823623345626	0.7599475244830974	-0.38956582961553593
AL137737.332	hypothetical protein FLJ20303	2.9472544689212063	-0.7241902904697298	-0.02445018804111363	0.009414543536596598
AJ130941.333	claudin 9	2.015290863828652	-0.8522173992466886	0.09586785508316395	-0.03448559993864467
L05920.336	Human constitutively expressed serum amyloid A protein (SAA4) gene, exons 1 through 4.	2.9670265849419764	0.9333887122452613	1.2764143292514252	1.37227520828559
M14758.337	ATP-binding cassette, sub-family B (MDR/TAP), member 1	1.9169817237885556	-0.36660798455176946	0.5639903080937867	0.023970767378459566
S68287.339	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	4.926253268313214	2.3713351170386794	3.0931170096396152	3.510547172115067
D83986.345	minichromosome maintenance deficient (S. cerevisiae) 5 (cell division cycle 46)	0.6992226789085563	0.06532040090100825	0.21088662563335353	0.15340796819313637
AF019225.347	apolipoprotein L	-1.1650500117984213	-2.0095306405121174	-1.3916254394383087	-1.5714546949269415
S79219.348	propionyl Coenzyme A carboxylase, alpha polypeptide	-0.6892602165519891	-0.37491280478898775	-0.6820782080108427	-0.4094575350477213
M60028.358	major histocompatibility complex, class II, DQ beta 1	3.907650456577902	1.5614988764265636	2.050875357581085	1.7432183090011872
AF238978.360	Human pIFI27-like protein mRNA, partial cds.	-0.47628144060447564	-1.385596139946088	-1.027801230630055	-1.4872471396496414
L08125.364	Human antigen CD9 gene, exon 8.	0.5530777743020815	0.2935275596211043	0.23902435317547796	0.39670133116335404
AF069307.366	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	1.9720692573860723	0.016798159893821708	1.731076661814374	-0.4325449353071886
X07057.367	Human alpha-amylase (EC 3.2.1.1) gene AMY2B 5'-flank and exon 1.	1.0855728821282413	-1.149583114588626	1.2357472855138143	-1.5042122264302313
Z46595.369	interleukin 11 receptor, alpha	-3.8391190799803763	0.22199880730356114	-0.764970279762567	-0.791980877102096
J03910.372	metallothionein 1G	-2.3051656313166182	-2.078440716912461	-2.1253396977560803	-1.7666046827891944
L14837.373	tight junction protein 1 (zona occludens 1)	0.2795389204135336	-0.7585888558922882	-0.11149520141994258	-0.676517300380001
J03764.374	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	-0.1631169674360637	-0.3891738421003392	-0.19566322575291306	-0.6440421313243824
D14694.376	phosphatidylserine synthase 1	0.6812211505623617	0.23756004727125155	0.6130385764147984	0.1387768680920143
AL137730.378	Homo sapiens mRNA; cDNA DKFZp434I1820 (from clone DKFZp434I1820); partial cds	-0.25025712083553003	0.34216523762958806	-0.3319463224240956	0.11860080561490653
AAF54826.382	CG5333 gene product	-0.6127130274614996	0.6203003112302223	-0.03525728383508693	0.21723017952335025
L11372.383	protocadherin gamma subfamily C, 3	-0.7120619309952959	0.41518453908330727	-0.3456565840573148	0.04943361198001872
AK022956.384	Homo sapiens cDNA FLJ12894 fis, clone NT2RP2004170, moderately similar to Homo sapiens mRNA for transducin (beta) like 1 protein	0.6226190170404535	-0.4052652617919736	0.18230608507618046	-0.14787230721581607
AF000974.387	thyroid hormone receptor interactor 6	0.0363654790475415	-0.3374015927415197	-0.0645324395569008	-0.3179131693800535
CAA73251.388	Pro-Pol-dUTPase polyprotein	-0.19438793755728587	0.5058200252242142	0.6746703083592437	-0.1991226816709288
AB048916.390	Macaque brain cDNA, clone:QnpA-17857.	1.4277015785487854	0.9825532480495942	1.088409808721275	1.2190878161179541
X64643.391	H.sapiens c6.1A mRNA	0.5968142795993687	0.46857456742433695	0.3019815344297831	0.2519004786640706
AF279865.393	kinesin 13B	-0.53602299546293	1.2050593137732448	0.6228914151442344	0.17259210294111083
M34480.394	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41B)	0.23467794245612725	-0.38159984604399605	-0.2968003231801873	-0.6484636176186774
AF076622.398	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	0.9348403948227271	0.7274623896431938	0.7446633333185204	0.9706740331822772
L15309.405	zinc finger protein 141 (clone pHZ-44)	-0.32280271534291805	-0.06579842635386247	0.17009368082094614	-0.6120287102739529
AJ006054.410	UDP glycosyltransferase 2 family, polypeptide A1	-2.782197827670538	0.5414776013947351	-0.699820625965636	-0.4565790850736987
CAA20884.413	/prediction=(method:	0.10843437687331331	0.036016676597578325	0.11625718534396348	0.3640932849839396
X52987.414	RAP2B, member of RAS oncogene family	1.4795203349009336	-0.7365046779174773	0.5454406616119356	0.07888981278300393
AL137561.416	checkpoint with forkhead and ring finger domains	-0.16708002765326413	0.3733647862967703	0.10463541990400016	-0.5742052369855652
Y00062.424	protein tyrosine phosphatase, receptor type, C	-1.1672125869881929	1.4012424212730077	0.7170315354252474	0.3882536680180553
D78275.426	proteasome (prosome, macropain) 26S subunit, ATPase, 6	-0.33555127879266744	0.11187157587309317	-0.323943797643512	0.131019169412024
X87872.427	hepatocyte nuclear factor 4, alpha	3.0871209294283446	3.0351925494490652	3.7657376883643137	3.109686786976914
AF106622.431	translocase of inner mitochondrial membrane 17 (yeast) homolog A	0.3115038413137778	-0.04221207249454326	0.5636680810685826	0.04676577152701494
X04688.433	interleukin 5 (colony-stimulating factor, eosinophil)	-1.5369199304524923	0.5183735914947932	0.5161611873835983	-0.23434342429697202
AB037782.434	KIAA1361 protein	-0.869282143870125	-0.3902833660840314	-0.7111317911287275	-0.8242301550472627
AB019694.435	thioredoxin reductase beta	-0.1745078588734325	-0.1849646241305188	-0.16745806307046238	-0.4694116933042484
AAA40522.442	UCR-motif DNA binding protein	-0.642165241950771	1.0146497173023958	-0.0	0.5163339276445323
AK000047.444	hypothetical protein	-0.0	0.4133342251344548	-0.0	0.0
AB040916.446	KIAA1483 protein	0.8038169069041796	0.6566820677254286	-0.17625187112324825	0.5215493547535056
S74445.448	cellular retinoic acid-binding protein 1	-1.3616084971729066	1.231996828694686	0.08614390716380957	-0.22450121573743978
AF217985.449	Human clone PP1596 unknown mRNA.	-1.0615254446493516	0.847254438672927	-0.11224329962691128	-0.05734079742427927
U21936.451	solute carrier family 15 (oligopeptide transporter), member 1	1.0454539565262866	-0.1837876650065002	0.05340763455993256	0.36757466562738156
L14061.452	formyl peptide receptor-like 2	-3.7320201182012074	0.6375676934674468	-0.0753745484729943	0.1771524458297723
L34079.454	Human XRCC1 DNA repair gene, genomic.	1.895399156956072	-1.176856144247651	0.6990399728633375	-0.28030097071850074
X68879.455	empty spiracles (Drosophila) homolog 1	2.651078003837239	-0.6299172930649213	0.8205627464305069	0.06916985117736374
U38178.458	phosphodiesterase 3B, cGMP-inhibited	1.7920805493488854	-0.08882337436514577	0.6143108748751404	0.2553529585330872
AF275948.459	ATP-binding cassette, sub-family A (ABC1), member 1	-0.0	0.4095937340996118	-0.0	0.237792250045084
AK001397.461	hypothetical protein FLJ10535	0.39345912934274396	0.5705876572902329	0.7359333062851565	0.0071854965656459584
U51684.465	Human lanosterol 14-alpha demethylase cytochrome P450 (CYP51) gene, exon 1.	-0.3391987558408536	0.8918480014186949	-0.29350198077477374	0.20224163995921843
AF272390.470	myosin 5C	0.8291266770591266	-0.3791349753975895	-0.18725310039508672	0.22915523699837712
M23197.472	CD33 antigen (gp67)	0.5225758305348258	-0.6736272229374491	-0.8587748853059963	-0.31605986569591576
AF161462.473	FXYD domain-containing ion transport regulator 5	0.03254602578188275	0.12525728513144185	-0.279707009975135	0.3408065690387791
AL161957.475	Homo sapiens mRNA; cDNA DKFZp761A07121 (from clone DKFZp761A07121)	1.4617280880247168	-0.47608544684687726	0.03168262345074071	0.22855230704915494
AAA37734.476	granzyme C precursor	0.2797040202398495	-0.9176328072912108	0.12944822961595182	0.6541407927328399
D13265.477	Human mRNA for macrophage scavenger receptor type II, 3' untranslated region	-0.25382786134472446	0.3166039975178583	-0.06634023282613864	0.34170681155249366
AB014514.478	KIAA0614 protein	1.1420556255256111	0.8152210860539281	0.33537853853173316	0.8071388349990671
X96670.480	bromodomain-containing 2	-0.3438660648141705	0.2501847028030615	0.028422715753384863	0.8139919726588197
M32886.481	sorcin	0.48349002457038115	0.20086403637826883	0.25520446834724575	0.35207454913663716
D31763.482	Human mRNA for KIAA0065 gene, partial cds	0.45210776985798024	-0.19530844383237914	-0.16988439935096833	0.15137395162063697
U16996.484	dual specificity phosphatase 5	1.9537787212956226	-0.058460619385065776	0.4278543728372076	0.16402850450530077
AK001331.492	hypothetical protein FLJ10469	0.6729860908151358	-0.10782812499599642	0.3948842364954506	0.1480736160583663
AF120266.493	transmembrane 4 superfamily member (tetraspan NET-7)	2.369959838807396	0.9954091097768084	0.7991894610680018	0.3349998387289162
AAA67326.494	actin filament protein	3.053675757369018	1.8351460251710052	1.9007275296202717	1.7656612552102464
AK026006.501	Homo sapiens cDNA: FLJ22353 fis, clone HRC06331	0.12996213189223085	-0.7046208120627483	-0.005362189892205348	-0.12918579729645555
M22960.509	protective protein for beta-galactosidase (galactosialidosis)	0.4389861538831751	-0.14921934905829293	0.22123808576983192	-0.17697140074860096
U83411.511	carboxypeptidase Z	-0.5967943480307993	0.3614091670832706	-0.033769060048577576	-0.216603331691845
AX015535.514	Sequence 229 from Patent WO9951727.	3.1105737417782486	1.705321753294712	2.527100325407948	1.5951599738120574
U92538.515	origin recognition complex, subunit 5 (yeast homolog)-like	0.9869149396381814	0.787061101593568	0.43297346403142917	0.7583862182785001
L11910.518	retinoblastoma 1 (including osteosarcoma)	-0.0	-0.32195828122119763	0.3733813959372447	-0.41376607578679014
